no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,total_assets_value
4,0,0,14.603967918328545,15.967272761223736,20,373,16.35711255142882
1,1,0,15.60727002719233,16.816230373029303,6,476,17.61324441699029
1,1,1,14.508657738524219,15.538277155705378,18,320,16.249123913364723
4,1,0,15.789591583986283,16.946647468524468,18,657,17.533948814319753
1,0,1,13.122363377404328,14.457364444136669,12,868,14.845129975145433
1,0,1,15.573368475516649,16.44739939810092,6,345,17.49686174565742
0,0,0,12.206072645530174,12.611537753638338,6,472,13.997832114758229
4,0,1,15.341566861459324,16.06680235657077,20,613,17.140546578660864
5,0,1,15.341566861459324,16.364955728889846,14,769,17.434503884614045
1,1,0,15.687312734865866,16.955343175492022,20,741,17.795192211866237
4,0,1,15.29711509888849,16.62491325332677,14,889,16.951004773893423
0,0,1,13.710150042306449,15.096444403426338,10,683,15.60727002719233
0,0,1,14.978661367769956,15.816990558174398,18,780,16.73867213868343
3,1,0,13.304684934198283,13.9108207377686,8,538,14.914122846632385
1,0,0,15.464169183551656,16.349207371921707,10,721,17.12239726015519
3,0,1,15.671808548329901,16.536805985816503,14,467,17.64849035605197
2,0,0,13.815510557964274,14.73180128983843,6,551,15.687312734865866
2,0,0,15.732433170146335,16.510137738734343,14,803,17.52419263937439
0,1,0,14.914122846632385,15.943742263813542,10,361,16.64872390202049
1,0,1,15.978833583624812,17.239773212557427,6,708,17.942644943009366
4,1,1,15.990262279448435,16.855259716935038,18,766,18.152801298796764
1,0,1,15.176487111099874,16.25785759333348,2,464,17.296750647299966
5,1,0,14.346138809026444,15.27412558066379,2,517,15.907374619642667
3,0,1,13.710150042306449,14.648419680899378,6,747,15.404745763080856
1,0,0,15.789591583986283,17.022313801598205,6,596,17.445170652418238
0,1,0,16.034714042019267,17.050259731988763,2,783,17.899804784332872
3,0,0,15.555976732804778,16.780783624033557,2,335,17.637608855864432
5,0,1,13.9108207377686,14.808762330974558,4,889,15.538277155705378
2,0,1,13.9108207377686,14.603967918328545,4,874,15.64005985001532
0,1,1,15.60727002719233,16.98938901690174,4,394,17.476504808588675
2,1,1,15.907374619642667,17.16541464523888,20,420,17.615484059583796
2,0,1,15.687312734865866,17.038378404102012,20,848,17.550796384892365
0,1,1,15.84365880525656,16.70031127081098,16,788,17.565014633894645
1,1,0,14.603967918328545,15.404745763080856,8,509,16.308716010566968
4,1,1,15.65606019136176,16.98938901690174,6,899,17.468762834435058
4,0,1,15.717618084361195,16.575520497997196,12,466,17.468762834435058
5,1,1,14.077874822431765,15.27412558066379,2,595,15.64005985001532
1,0,0,14.845129975145433,15.717618084361195,12,322,16.496532086678563
3,1,0,15.761420707019587,16.75467248002987,2,691,17.305939073354374
3,0,1,15.990262279448435,17.10017412337048,10,379,17.94747198375768
0,1,0,16.00156183470237,17.065885049891847,18,531,17.601970340417076
5,0,0,15.761420707019587,16.897420527759316,4,631,17.499377470254665
0,1,1,15.747031969567487,16.73867213868343,10,330,17.72553156072175
5,1,0,16.034714042019267,17.18967926723851,16,383,18.02169460194191
0,1,1,15.623799329143539,16.796129193708218,16,678,17.52419263937439
1,1,1,15.29711509888849,16.503358051748965,8,894,17.19990082131005
4,0,0,16.108045315104818,16.93787548245163,12,567,18.11007116685688
5,0,0,15.176487111099874,16.454567887579532,4,708,16.963963918535928
3,1,0,15.732433170146335,16.869511739642242,2,433,17.55555829865261
4,0,0,15.096444403426338,15.978833583624812,14,302,16.90655301132259
4,1,0,13.458835614025542,14.77102200299171,14,736,15.424948470398375
2,0,1,15.201804919084164,15.955576721460545,6,323,17.236510566922608
4,1,0,14.403297222866392,15.226497531674536,12,670,16.275099399767985
3,0,0,15.538277155705378,16.860032995687696,12,609,17.516812532076766
4,0,0,15.732433170146335,17.001863191126915,18,349,17.599700191882537
5,0,1,13.304684934198283,14.22097566607244,2,319,15.176487111099874
1,0,0,15.250595083253597,16.600521800202614,14,391,17.01825700090259
4,0,0,15.424948470398375,16.744034081824815,10,755,16.801192495664765
1,0,0,15.226497531674536,16.316946509703484,6,354,17.302885635867483
3,0,1,14.603967918328545,15.990262279448435,2,877,16.575520497997196
1,0,0,15.03928598958639,15.967272761223736,16,312,16.98938901690174
0,1,0,15.775605342011543,16.58182966719046,14,746,17.619948352712484
3,1,0,15.573368475516649,16.791040124200745,16,313,17.690869579020827
2,1,0,15.03928598958639,16.3727378693319,14,857,16.61887093887081
2,0,0,15.856730886823913,16.722411617811648,20,504,17.45309671769066
0,1,0,13.122363377404328,13.997832114758229,14,556,14.978661367769956
2,1,1,15.483217378522351,16.213405830762646,14,393,17.367997387172654
0,1,0,15.363073066680286,16.48273876454623,14,881,17.429127527577663
2,1,1,15.27412558066379,16.316946509703484,14,719,17.126053571358298
2,1,1,13.710150042306449,14.73180128983843,16,458,15.27412558066379
4,1,0,14.508657738524219,15.830413578506539,14,857,16.308716010566968
2,1,1,14.508657738524219,15.84365880525656,16,429,16.612791892794426
3,0,0,15.226497531674536,16.58182966719046,12,538,16.77042083699801
1,0,0,15.747031969567487,16.48273876454623,10,828,17.791446889136072
5,1,1,14.648419680899378,15.623799329143539,6,339,16.722411617811648
5,1,1,15.573368475516649,16.62491325332677,18,376,17.33892557235068
5,0,0,15.89495209964411,17.216707939626428,14,549,17.48673507683949
3,0,1,15.123843377614453,16.35711255142882,18,587,17.111347423968603
0,0,0,14.77102200299171,15.943742263813542,18,861,16.41820024340866
0,0,0,14.914122846632385,15.761420707019587,12,409,16.94227109392467
4,1,0,14.808762330974558,16.1378982782545,4,528,16.888203872654394
4,0,0,15.555976732804778,16.791040124200745,8,691,17.077445872292923
2,1,0,14.22097566607244,15.096444403426338,4,584,16.275099399767985
5,0,0,15.732433170146335,16.811242831518264,4,459,17.674132786665304
1,1,1,15.907374619642667,17.27182723884751,10,755,17.676240269004868
3,0,1,16.034714042019267,17.136942971157566,20,688,17.87767622182214
1,0,1,15.84365880525656,17.073607095985757,6,384,17.27182723884751
4,1,0,13.304684934198283,14.28551418721001,20,869,15.27412558066379
1,0,1,15.363073066680286,16.744034081824815,20,445,16.660419941783683
0,1,0,14.151982794585487,15.520258650202699,6,393,16.034714042019267
3,1,1,16.056220247240233,17.01825700090259,10,414,17.75903223045179
2,1,0,16.08763644347361,16.80623028969472,16,395,17.97907018920785
3,0,1,16.00156183470237,16.860032995687696,14,815,17.47907220409392
5,1,0,15.341566861459324,16.166885815127753,8,758,17.107636844572067
5,0,1,15.538277155705378,16.489659207390805,10,457,17.50188688186009
0,1,1,13.815510557964274,14.978661367769956,10,854,15.830413578506539
3,1,0,15.068273526459642,16.147654453199863,16,324,16.722411617811648
0,0,0,15.88237331743725,17.26549810379586,14,849,18.01870952509846
3,1,1,15.623799329143539,17.001863191126915,12,672,17.50188688186009
3,0,1,16.00156183470237,16.855259716935038,6,859,18.012712505626084
4,1,0,15.483217378522351,16.549878067383858,8,584,17.065885049891847
5,0,0,14.077874822431765,15.38412647587812,4,346,16.0978929436408
3,1,0,15.201804919084164,16.364955728889846,18,635,17.220035729719104
2,0,0,15.978833583624812,16.93787548245163,4,365,17.916499662905043
1,0,0,16.06680235657077,16.811242831518264,16,856,18.017213638506874
5,1,1,16.012735135300492,16.811242831518264,2,440,17.808191466409873
0,1,1,15.80338490611862,16.963963918535928,2,616,17.757092365633966
3,1,1,15.816990558174398,17.06200154986545,2,461,17.175885945106174
5,0,0,14.946912669455374,16.195056692094447,10,681,16.569171270318538
2,1,0,15.27412558066379,16.056220247240233,2,485,17.290577788192884
1,1,1,14.690979295318174,15.931766072766827,6,684,16.62491325332677
1,1,0,15.501909511534503,16.70031127081098,14,727,17.220035729719104
2,0,0,14.28551418721001,15.444751097694555,6,784,16.08763644347361
3,0,1,16.108045315104818,16.831045458814444,4,865,18.187486856784655
3,0,0,15.573368475516649,16.816230373029303,18,791,17.344807942253745
4,0,0,14.603967918328545,15.955576721460545,16,866,16.556350581889475
0,1,0,15.424948470398375,16.48273876454623,2,761,17.005986908310778
2,0,1,13.304684934198283,14.557447902693651,18,572,14.77102200299171
4,1,0,14.603967918328545,15.967272761223736,6,601,16.562781472219765
1,1,1,14.77102200299171,15.520258650202699,14,820,16.612791892794426
4,0,0,13.997832114758229,15.27412558066379,8,598,15.88237331743725
2,1,0,14.946912669455374,15.978833583624812,18,544,16.816230373029303
5,0,1,15.341566861459324,16.489659207390805,14,561,17.014183675514957
4,1,1,16.045524958123483,17.385043254445645,6,547,17.934547732776746
4,1,0,15.65606019136176,16.41076526492114,2,504,17.628817590453263
2,0,0,15.590462908875947,16.850463544671545,14,530,17.365127944744703
2,1,1,14.880221294956703,16.176364559082295,6,614,16.34123920227253
4,0,0,15.623799329143539,16.924571516825267,18,351,17.64415195445337
4,1,1,15.590462908875947,16.796129193708218,10,431,17.516812532076766
1,0,1,15.341566861459324,16.727861222579214,10,403,17.18967926723851
2,0,0,15.761420707019587,16.821193162371433,8,668,17.85504688369138
3,0,1,15.444751097694555,16.1573163641116,18,399,17.4264284706085
1,1,0,14.946912669455374,16.176364559082295,14,665,16.831045458814444
2,1,0,15.226497531674536,16.364955728889846,16,344,17.431819319243374
0,1,0,14.403297222866392,15.501909511534503,16,555,16.42558035070628
4,0,1,15.919644712234481,17.107636844572067,20,301,18.17605816096103
2,0,1,13.592367006650065,14.557447902693651,6,726,15.464169183551656
2,1,0,15.943742263813542,16.955343175492022,6,689,17.47907220409392
0,0,0,15.955576721460545,17.33892557235068,4,665,17.59285866006582
3,0,1,15.009433026436708,16.35711255142882,16,608,17.107636844572067
3,0,0,15.573368475516649,16.364955728889846,20,335,17.239773212557427
3,0,0,15.29711509888849,16.166885815127753,18,677,16.77042083699801
1,0,0,14.77102200299171,15.955576721460545,2,491,16.249123913364723
2,0,1,16.077273656438063,17.151280134303974,20,763,18.100475479795026
5,0,1,15.464169183551656,16.711422496236054,8,809,17.175885945106174
5,0,1,16.08763644347361,17.41007933260697,16,544,17.822843743196746
1,1,1,12.206072645530174,13.592367006650065,14,624,13.997832114758229
3,1,0,15.687312734865866,16.636889444373487,10,388,17.293668980762558
4,1,1,15.789591583986283,16.955343175492022,14,644,17.48673507683949
0,0,0,15.464169183551656,16.727861222579214,14,600,17.429127527577663
2,0,0,15.687312734865866,16.461685355348397,2,709,17.468762834435058
5,1,1,14.648419680899378,15.538277155705378,8,642,16.562781472219765
0,0,1,15.009433026436708,16.1573163641116,4,423,17.107636844572067
0,0,1,14.508657738524219,15.590462908875947,12,900,16.60667566577699
2,1,1,15.931766072766827,16.785925023533974,4,415,17.553180176247643
4,1,1,15.150511624696614,16.475770095230136,4,645,16.70031127081098
0,0,0,15.555976732804778,16.562781472219765,16,742,17.022313801598205
4,0,0,15.80338490611862,16.801192495664765,8,724,17.74340691254871
1,1,0,14.28551418721001,15.501909511534503,12,707,16.045524958123483
5,0,1,13.592367006650065,14.73180128983843,4,780,15.068273526459642
4,0,0,15.65606019136176,16.90199719478673,10,538,17.55555829865261
2,1,0,15.990262279448435,16.689075197544057,14,706,18.01571551088585
0,1,0,15.80338490611862,16.489659207390805,16,811,17.481633024955595
2,1,1,15.150511624696614,16.02378497148708,14,849,16.8456442582356
3,1,0,15.64005985001532,16.630919277386983,10,880,17.78956895431187
5,0,1,15.068273526459642,16.06680235657077,4,664,16.951004773893423
5,1,1,14.151982794585487,15.424948470398375,2,465,16.056220247240233
3,0,1,15.068273526459642,16.300417207752275,2,786,16.780783624033557
1,1,1,13.304684934198283,14.508657738524219,10,326,15.319587954740548
0,0,0,15.226497531674536,16.195056692094447,16,399,17.26549810379586
2,0,1,15.501909511534503,16.25785759333348,6,841,17.01825700090259
2,0,1,14.508657738524219,15.717618084361195,14,638,16.325109820342647
4,1,1,15.068273526459642,16.00156183470237,4,478,16.951004773893423
0,1,1,15.931766072766827,17.216707939626428,4,600,17.972829919347763
0,1,1,15.717618084361195,16.562781472219765,16,768,17.278116567755074
0,0,0,14.457364444136669,15.687312734865866,10,523,16.195056692094447
2,1,1,15.687312734865866,16.855259716935038,14,327,17.39345845137093
1,1,1,13.304684934198283,14.403297222866392,8,799,15.363073066680286
5,1,0,15.761420707019587,16.951004773893423,18,803,17.85680589909656
2,1,0,15.856730886823913,16.549878067383858,18,524,17.635418274484614
1,1,0,14.77102200299171,15.702580206996654,6,506,16.58182966719046
1,1,0,16.034714042019267,16.749367427800177,2,351,18.0510652887379
2,1,1,14.403297222866392,15.250595083253597,8,648,16.308716010566968
1,0,0,15.404745763080856,16.733281290048552,4,612,17.25912865551038
1,1,0,15.555976732804778,16.333207030575267,14,396,17.40180342330311
3,0,0,12.611537753638338,13.592367006650065,2,458,14.403297222866392
3,1,1,14.346138809026444,15.03928598958639,6,488,15.717618084361195
4,1,0,15.761420707019587,16.75467248002987,6,475,17.12239726015519
1,0,0,14.603967918328545,15.761420707019587,18,417,16.475770095230136
2,0,0,15.732433170146335,16.744034081824815,8,781,17.678343319201648
1,0,1,14.690979295318174,15.64005985001532,12,337,16.660419941783683
0,0,1,13.304684934198283,14.403297222866392,12,511,14.946912669455374
4,1,0,15.64005985001532,16.666217059468007,6,837,17.635418274484614
1,0,0,15.84365880525656,17.01825700090259,12,810,17.67202085346216
2,0,0,15.38412647587812,16.176364559082295,8,588,17.161899703131436
5,1,0,15.250595083253597,16.034714042019267,12,870,16.97675726999584
0,0,1,15.789591583986283,16.8456442582356,10,733,17.853284768697982
5,0,1,15.671808548329901,16.826131444012017,16,348,17.690869579020827
0,0,1,16.00156183470237,16.951004773893423,12,741,17.7473361906886
3,0,0,15.444751097694555,16.489659207390805,12,306,16.99356438831222
2,1,1,15.65606019136176,16.785925023533974,18,428,17.717483227538917
3,1,0,15.702580206996654,16.911088166487982,4,455,17.48673507683949
1,0,1,15.38412647587812,16.503358051748965,2,356,17.365127944744703
0,1,0,12.206072645530174,12.89921982609012,4,594,13.815510557964274
0,0,1,15.830413578506539,17.065885049891847,18,844,17.365127944744703
4,1,0,16.012735135300492,17.36225024491709,4,771,17.842646370492925
2,1,0,15.501909511534503,16.34123920227253,4,622,17.356469882001587
1,0,1,14.346138809026444,15.319587954740548,20,480,15.907374619642667
4,1,0,15.27412558066379,16.25785759333348,20,337,17.48673507683949
1,1,0,15.464169183551656,16.231424336265324,6,698,17.581351053214338
4,0,0,15.29711509888849,16.64872390202049,18,302,16.94227109392467
1,0,1,15.176487111099874,15.86963429165982,14,349,17.11504428584993
0,1,0,13.9108207377686,15.009433026436708,10,482,15.84365880525656
2,1,0,14.73180128983843,15.919644712234481,10,429,16.432906390798355
4,1,0,13.122363377404328,14.077874822431765,8,471,14.914122846632385
0,1,1,16.012735135300492,17.293668980762558,10,895,17.782021748676488
1,0,1,15.444751097694555,16.826131444012017,18,757,17.274976847750406
2,1,0,15.464169183551656,16.41820024340866,2,777,17.335971360453247
5,0,1,15.29711509888849,16.00156183470237,4,761,17.085079497147994
1,1,0,14.457364444136669,15.250595083253597,12,821,16.48273876454623
4,0,1,16.034714042019267,17.09265529095645,6,662,17.33003662493343
2,0,1,15.38412647587812,16.61887093887081,10,350,16.94227109392467
4,0,0,15.404745763080856,16.185754299432134,20,321,16.77042083699801
3,1,1,15.38412647587812,16.12804598181149,4,368,17.347736202032834
4,1,0,16.045524958123483,17.030378361434938,14,455,18.21365657451804
5,0,1,15.830413578506539,17.01825700090259,8,744,17.255928652779712
1,1,0,15.590462908875947,16.636889444373487,4,806,17.74340691254871
0,1,0,16.056220247240233,17.144137246791594,6,456,18.237959107137073
5,1,0,15.483217378522351,16.41076526492114,8,719,16.733281290048552
4,1,0,15.123843377614453,16.012735135300492,18,668,17.069753526669768
0,1,1,14.73180128983843,15.573368475516649,18,494,16.826131444012017
4,0,0,14.845129975145433,16.195056692094447,2,841,16.489659207390805
0,1,1,15.501909511534503,16.87890147999208,8,721,17.47135015800001
5,1,0,14.946912669455374,16.056220247240233,10,414,16.60667566577699
5,0,0,15.38412647587812,16.556350581889475,10,812,17.290577788192884
1,0,0,15.990262279448435,16.67771143889374,20,832,17.421008403139158
2,1,0,15.226497531674536,16.51687177091569,12,571,16.883563493097892
5,0,0,16.08763644347361,17.4264284706085,14,459,18.132998671500584
2,1,1,15.671808548329901,16.997722398460883,6,592,17.37085861945369
5,1,0,15.03928598958639,16.38812278817138,20,527,16.70588231586044
4,0,0,15.068273526459642,16.1378982782545,12,333,17.054189010128656
3,0,0,14.978661367769956,16.11809565095832,18,532,16.543363386362664
2,1,1,15.404745763080856,16.38812278817138,18,754,17.376556640568324
0,1,1,14.077874822431765,15.38412647587812,4,835,15.363073066680286
4,1,0,14.73180128983843,15.501909511534503,10,592,16.689075197544057
0,1,0,15.830413578506539,17.12239726015519,20,553,17.659254722639126
2,1,0,13.458835614025542,14.508657738524219,8,806,15.538277155705378
4,1,1,15.919644712234481,17.16541464523888,2,378,17.83907493812533
1,0,0,15.747031969567487,17.081269968731327,4,534,17.74143646856141
1,0,1,14.22097566607244,15.590462908875947,16,400,16.3727378693319
3,1,0,15.65606019136176,16.722411617811648,18,543,17.293668980762558
0,0,1,15.990262279448435,17.05810290944979,10,715,18.082406885384525
4,1,1,16.00156183470237,16.8456442582356,6,684,17.43718126238476
3,0,1,14.557447902693651,15.623799329143539,8,346,16.41820024340866
1,1,1,16.034714042019267,17.18967926723851,6,669,17.874227942543225
2,0,0,15.096444403426338,15.89495209964411,12,566,17.038378404102012
0,0,1,15.967272761223736,16.97675726999584,2,361,17.963395887114405
5,1,0,14.914122846632385,15.89495209964411,6,333,16.454567887579532
3,0,1,15.464169183551656,16.60667566577699,8,335,17.43718126238476
3,1,1,15.789591583986283,16.831045458814444,10,558,17.7473361906886
1,0,1,15.201804919084164,16.562781472219765,12,436,17.255928652779712
1,0,0,14.690979295318174,15.464169183551656,2,371,16.76519889301686
2,0,1,15.520258650202699,16.727861222579214,10,515,17.335971360453247
0,0,1,16.012735135300492,17.005986908310778,10,599,17.719501391695157
0,0,1,15.88237331743725,16.99356438831222,20,728,17.964974419407454
2,0,1,15.64005985001532,16.888203872654394,20,679,17.81737426739221
3,1,1,15.88237331743725,17.18967926723851,4,399,18.002130396295545
3,0,0,13.997832114758229,15.319587954740548,6,819,15.86963429165982
1,1,0,15.363073066680286,16.275099399767985,6,308,17.27182723884751
5,1,1,15.590462908875947,16.562781472219765,2,730,17.481633024955595
4,0,1,14.151982794585487,15.444751097694555,14,312,16.077273656438063
3,0,1,15.363073066680286,16.364955728889846,16,740,17.168917275790083
5,1,1,15.84365880525656,16.811242831518264,10,522,17.678343319201648
4,1,0,15.789591583986283,16.642824179893303,4,702,17.815544440715133
4,0,1,14.151982794585487,15.27412558066379,16,447,16.222455666282563
5,1,0,14.151982794585487,14.880221294956703,4,829,15.943742263813542
2,1,0,15.88237331743725,16.733281290048552,18,727,17.898119863967953
5,0,1,15.84365880525656,16.744034081824815,14,509,17.574382383898246
3,1,1,16.077273656438063,17.347736202032834,2,745,17.604235347047926
1,0,0,14.648419680899378,15.702580206996654,18,513,16.59432982995469
2,0,0,15.907374619642667,16.733281290048552,6,372,18.037955122813692
2,1,1,12.611537753638338,13.458835614025542,4,411,14.457364444136669
4,1,0,15.363073066680286,16.195056692094447,20,495,17.49433967622471
5,0,0,13.9108207377686,14.73180128983843,4,827,15.907374619642667
4,0,0,15.967272761223736,17.038378404102012,6,820,17.798923559479093
5,1,1,15.978833583624812,17.151280134303974,10,660,17.94747198375768
0,0,0,14.603967918328545,15.967272761223736,4,563,16.02378497148708
1,0,1,13.122363377404328,14.151982794585487,10,883,14.880221294956703
0,0,1,16.02378497148708,16.90655301132259,12,387,18.19252465081461
1,1,0,14.603967918328545,15.978833583624812,12,613,16.1573163641116
0,0,1,14.603967918328545,15.89495209964411,14,335,16.60667566577699
1,1,1,16.077273656438063,17.356469882001587,2,795,17.76096833947866
1,1,1,15.687312734865866,16.44739939810092,8,369,17.382222378104004
4,1,1,14.690979295318174,15.816990558174398,18,888,16.530205301785152
4,0,0,15.520258650202699,16.325109820342647,6,742,17.49686174565742
0,1,0,15.424948470398375,16.48273876454623,4,874,17.226658270479597
1,1,0,14.808762330974558,15.907374619642667,16,691,16.575520497997196
3,0,1,15.955576721460545,17.226658270479597,12,762,17.51927862457196
1,1,0,15.29711509888849,16.185754299432134,18,324,16.97675726999584
4,0,0,13.122363377404328,14.403297222866392,20,777,14.808762330974558
0,1,0,15.931766072766827,16.87890147999208,2,662,17.787687486212167
2,0,1,15.60727002719233,16.38045991542581,12,462,17.02635421113521
3,0,1,15.201804919084164,16.1573163641116,14,609,17.04631495369775
5,1,1,15.29711509888849,16.275099399767985,20,590,16.87890147999208
3,1,1,15.29711509888849,16.575520497997196,18,779,17.252718377149463
2,1,1,14.457364444136669,15.424948470398375,14,641,16.0978929436408
0,1,1,15.424948470398375,16.727861222579214,12,752,17.38785619582226
0,1,0,15.89495209964411,16.98098560610536,10,305,17.958645284355807
4,0,0,15.919644712234481,16.8456442582356,10,546,17.793321303930423
2,1,0,15.761420707019587,17.001863191126915,8,833,17.785802471516394
2,0,0,14.690979295318174,15.990262279448435,18,421,16.364955728889846
5,1,0,15.702580206996654,16.749367427800177,4,639,17.33300839532259
3,1,0,14.978661367769956,15.747031969567487,20,735,16.67771143889374
0,0,1,14.77102200299171,15.501909511534503,2,377,16.440179150127435
3,0,0,15.747031969567487,16.562781472219765,20,310,17.32106795495067
4,1,0,15.38412647587812,16.454567887579532,2,695,17.312018119430753
1,0,1,12.611537753638338,13.997832114758229,4,355,14.508657738524219
1,0,1,15.27412558066379,16.461685355348397,12,525,16.94227109392467
5,0,0,13.458835614025542,14.690979295318174,20,330,15.424948470398375
5,1,0,16.056220247240233,17.065885049891847,14,625,18.26402693390699
3,0,1,13.592367006650065,14.880221294956703,10,644,15.29711509888849
5,0,0,15.29711509888849,16.51687177091569,4,865,17.305939073354374
1,1,1,15.363073066680286,16.510137738734343,6,661,17.356469882001587
2,0,0,14.648419680899378,15.424948470398375,8,884,16.185754299432134
5,1,1,15.955576721460545,17.10017412337048,10,803,17.74929505517393
2,1,0,15.84365880525656,17.158372362613466,12,800,17.874227942543225
2,1,0,14.978661367769956,16.349207371921707,18,796,16.874217630679652
4,0,0,14.690979295318174,15.424948470398375,4,716,16.349207371921707
0,1,1,13.122363377404328,13.9108207377686,18,479,15.29711509888849
3,0,1,15.955576721460545,17.158372362613466,2,810,17.887950284798325
0,1,1,16.00156183470237,16.855259716935038,18,568,17.86729550576758
0,1,0,14.845129975145433,15.538277155705378,8,842,16.045524958123483
3,0,1,14.880221294956703,15.761420707019587,4,806,16.821193162371433
1,1,1,15.404745763080856,16.689075197544057,8,722,17.396247853458508
5,0,0,16.077273656438063,16.8456442582356,14,442,18.140966841149762
3,1,1,15.009433026436708,16.0978929436408,6,360,16.835935444108635
3,0,0,14.845129975145433,15.590462908875947,4,461,16.432906390798355
2,1,0,15.86963429165982,16.915602846842507,10,735,17.604235347047926
4,1,1,14.73180128983843,15.943742263813542,12,761,16.68340946000838
0,1,0,15.29711509888849,16.176364559082295,20,653,17.33003662493343
0,0,0,15.88237331743725,17.2430252479438,4,726,17.7052879544451
1,1,0,16.00156183470237,16.933460464242515,18,617,17.96655046386292
0,1,0,15.538277155705378,16.41076526492114,2,460,17.088874568116545
1,0,0,14.151982794585487,15.009433026436708,8,306,15.830413578506539
5,1,1,13.122363377404328,14.151982794585487,4,471,14.603967918328545
1,1,1,15.444751097694555,16.543363386362664,4,628,17.23323724157764
3,1,0,16.0978929436408,17.05810290944979,10,404,18.19252465081461
2,1,1,15.967272761223736,16.888203872654394,16,804,17.719501391695157
3,0,0,14.28551418721001,15.176487111099874,20,804,15.816990558174398
1,0,1,14.73180128983843,15.717618084361195,2,502,16.636889444373487
0,1,0,16.06680235657077,16.933460464242515,6,861,18.099097119824904
2,0,1,14.914122846632385,15.86963429165982,14,555,16.84080163375981
0,0,0,15.444751097694555,16.42558035070628,18,351,17.126053571358298
2,0,1,15.84365880525656,16.97675726999584,6,358,17.842646370492925
5,1,0,15.990262279448435,16.749367427800177,14,836,17.99756070060548
4,0,1,13.9108207377686,14.880221294956703,4,554,16.06680235657077
3,1,0,15.978833583624812,17.23323724157764,2,443,17.65065251905646
5,0,0,15.623799329143539,16.97675726999584,4,725,17.574382383898246
2,0,1,14.457364444136669,15.761420707019587,14,818,16.51687177091569
1,0,0,16.108045315104818,17.47135015800001,6,670,18.123621509687986
0,1,0,15.573368475516649,16.864783598446294,6,414,17.278116567755074
2,0,1,16.06680235657077,17.4264284706085,8,887,18.078190435005588
3,1,1,15.88237331743725,17.096421773751928,12,409,17.721515491066857
1,0,1,14.077874822431765,15.319587954740548,14,679,16.12804598181149
4,1,1,13.458835614025542,14.77102200299171,18,478,15.096444403426338
3,1,0,13.304684934198283,13.997832114758229,2,752,15.341566861459324
0,1,0,16.056220247240233,17.312018119430753,4,616,17.791446889136072
2,0,1,15.150511624696614,16.34123920227253,14,842,17.226658270479597
3,1,1,15.86963429165982,17.085079497147994,20,840,17.550796384892365
3,1,1,15.86963429165982,17.136942971157566,6,430,17.538791438795542
4,0,0,14.808762330974558,15.761420707019587,4,351,16.48273876454623
5,0,0,13.304684934198283,14.648419680899378,4,347,14.557447902693651
3,0,1,15.89495209964411,17.175885945106174,10,576,17.81371125963347
0,0,1,15.201804919084164,16.213405830762646,8,799,17.19650523230891
1,0,1,15.009433026436708,16.195056692094447,2,550,17.054189010128656
2,1,0,15.573368475516649,16.40327459319198,4,878,17.423722109010754
3,1,1,14.690979295318174,15.38412647587812,12,895,16.689075197544057
4,0,0,15.84365880525656,17.20665760377293,6,603,17.619948352712484
2,0,1,14.73180128983843,15.747031969567487,12,325,16.671980764184756
2,1,0,15.009433026436708,16.283610089435893,4,393,16.749367427800177
3,1,0,16.0978929436408,17.226658270479597,2,612,17.785802471516394
0,1,1,13.815510557964274,15.150511624696614,8,553,15.747031969567487
0,0,1,14.73180128983843,15.990262279448435,14,389,16.850463544671545
0,1,0,14.457364444136669,15.732433170146335,4,782,16.195056692094447
3,1,0,14.946912669455374,15.955576721460545,12,493,17.140546578660864
5,1,1,15.60727002719233,16.292048958081757,2,629,17.069753526669768
5,0,0,15.687312734865866,16.888203872654394,10,419,17.538791438795542
2,0,1,15.590462908875947,16.575520497997196,2,444,17.608750027402454
5,0,1,15.687312734865866,16.575520497997196,16,301,17.590567708319263
0,1,1,15.150511624696614,16.231424336265324,20,479,17.030378361434938
3,0,1,14.914122846632385,16.249123913364723,10,424,16.727861222579214
0,1,0,15.27412558066379,16.642824179893303,18,469,17.001863191126915
4,0,1,15.068273526459642,15.931766072766827,2,897,17.140546578660864
3,0,0,12.611537753638338,13.122363377404328,2,477,14.557447902693651
3,0,1,13.304684934198283,14.151982794585487,16,509,15.250595083253597
0,1,1,13.592367006650065,14.346138809026444,4,752,15.761420707019587
0,0,1,15.538277155705378,16.76519889301686,14,875,17.604235347047926
2,0,1,14.403297222866392,15.096444403426338,4,343,16.316946509703484
0,1,0,15.732433170146335,16.850463544671545,20,819,17.96023132751144
2,1,1,15.250595083253597,16.636889444373487,2,433,16.864783598446294
1,0,1,12.206072645530174,12.89921982609012,6,768,13.815510557964274
2,1,1,15.955576721460545,17.274976847750406,6,714,17.729531566055094
2,0,1,14.845129975145433,16.12804598181149,16,531,16.654589021472887
0,1,1,15.096444403426338,15.967272761223736,6,529,16.963963918535928
1,0,0,15.64005985001532,16.785925023533974,20,448,17.52419263937439
1,1,0,14.808762330974558,16.11809565095832,2,584,16.826131444012017
1,1,0,15.732433170146335,16.946647468524468,4,501,17.37085861945369
2,0,0,15.65606019136176,17.014183675514957,18,848,17.506886892276796
4,0,0,15.990262279448435,16.76519889301686,6,586,17.899804784332872
1,1,0,15.590462908875947,16.38045991542581,2,386,17.429127527577663
